date,location_id,city,state,region,sessions,page_views,bounce_rate,conversion_rate,online_orders,avg_order_value,revenue,ad_spend_social,ad_spend_search,ad_spend_display,impressions_social,impressions_search,impressions_display,clicks_social,clicks_search,clicks_display
2025-01-03,JAX-001,Jacksonville,FL,South,693,2326,0.6299,0.0213,14,30.73,430.22,363.17,227.58,286.12,15770,6127,17683,413,308,266
2025-01-04,JAX-001,Jacksonville,FL,South,891,2772,0.5273,0.0578,51,21.1,1076.1,270.88,433.08,128.48,10911,7939,7984,359,438,76
01/05/2025,JAX_001,Jacksonville,FL,South,720,2877,0.4172,0.0558,40,19.76,790.4,395.34,340.87,279.38,10063,9018,13580,323,557,177
01/05/2025,JAX_001,Jacksonville,FL,South,720,2877,0.4172,0.0558,40,19.76,790.4,395.34,340.87,279.38,10063,9018,13580,323,557,177
2025-01-06,JAX-001,Jacksonville,FL,South,738,3196,0.4127,0.0708,52,28.49,1481.48,341.93,359.46,208.71,10975,6122,12506,199,387,199
2025-01-07,JAX-001,Jacksonville,FL,South,460,1928,0.6341,0.0682,31,25.22,781.82,289.47,264.65,102.91,7593,5698,5616,198,349,78
2025-01-09,JAX-001,Jacksonville,FL,South,431,1787,0.3779,0.0519,22,23.04,506.88,323.95,206.75,130.03,8751,5735,6330,230,186,111
2025-01-10,JAX-001,Jacksonville,FL,South,879,2494,0.397,0.0686,60,34.28,2056.8,,572.39,169.23,10298,15297,10018,195,875,158
2025-01-11,JAX-001,Jacksonville,FL,South,1047,4595,0.5373,0.0632,66,21.77,1298.33,255.92,568.35,114.19,7066,16056,7982,211,1004,86
2025-01-12,JAX-001,Jacksonville,FL,South,919,2607,0.5906,0.0761,69,19.61,1353.09,244.95,211.89,219.94,6510,4711,14898,190,247,122
2025-01-12,JAX-001,Jacksonville,FL,South,919,2607,0.5906,0.0761,69,19.61,1353.09,244.95,211.89,219.94,6510,4711,14898,190,247,122
2025-01-13,JAX-001,Jacksonville,FL,South,832,3480,0.4499,0.0247,20,29.81,596.2,343.49,214.9,220.02,9809,5954,13986,190,388,209
2025-01-14,JAX-001,Jacksonville,FL,South,662,2547,0.6188,0.0277,18,21.89,394.02,388.27,545.67,149.27,10254,8966,9246,220,449,88
01/15/2025,JAX-001,Jacksonville,FL,South,530,1726,0.3712,0.0565,29,25.29,733.41,154.36,304.64,265.08,5924,7337,14745,115,313,124
2025-01-18,JAX-001,Jacksonville,FL,South,628,2548,0.4557,0.0389,24,23.14,555.36,273.07,221.91,234.3,11189,5783,12849,242,390,208
2025-01-19,JAX-001,Jacksonville,FL,South,840,2423,0.4753,0.0528,44,31.67,1214.37,392.99,404.09,167.36,11095,6736,7950,270,287,128
2025-01-21,JAX-001,Jacksonville,FL,South,573,1720,0.4739,0.0204,11,23.77,261.47,351.59,348.82,271.23,9252,5477,15437,255,300,250
2025/01/23,JAX_001,Jacksonville,FL,South,568,1660,0.4578,0.0282,16,33.3,532.8,405.82,359.77,284.72,14886,7321,15531,466,449,171
2025-01-24,JAX-001,Jacksonville,FL,South,971,3587,0.5994,0.0565,54,23.46,1266.84,300.54,354.84,185.51,7957,9968,8021,203,638,134
01/25/2025,JAX-001,Jacksonville,FL,South,752,2146,0.4069,0.0424,31,25.63,794.53,408.1,326.79,123.04,17382,5859,7207,582,322,110
2025-01-26,JAX-001,Jacksonville,FL,South,806,2958,0.3792,0.039,31,24.63,763.53,310.6,386.52,288.83,13619,9744,17331,439,344,299
2025-01-28,JAX-001,Jacksonville,FL,South,599,1785,0.4466,0.0759,45,21.42,963.9,337.0,503.43,126.75,14526,9545,5452,388,560,61
2025/01/29,JAX_001,Jacksonville,FL,South,579,2325,0.383,0.0362,20,19.34,386.8,426.99,592.1,149.42,12341,12268,6136,383,710,58
2025-01-30,JAX-001,Jacksonville,FL,South,539,1727,0.6042,0.0415,22,20.69,455.18,157.85,238.62,175.32,4191,3781,7193,129,145,89
01/31/2025,JAX-001,Jacksonville,FL,South,880,3595,0.4573,0.0244,21,,679.14,336.56,289.98,287.45,9675,7925,12121,301,520,116
02/01/2025,JAX-001,Jacksonville,FL,South,1460,5795,0.4061,0.0492,71,29.17,2071.07,286.97,334.42,199.27,9065,8194,10586,207,286,93
2025-02-04,JAX-001,Jacksonville,FL,South,885,3748,0.6143,0.0735,65,24.04,1562.6,330.0,273.48,287.95,8742,4698,16171,296,235,131
2025-02-07,JAX-001,Jacksonville,FL,South,1222,4916,0.4414,0.0576,70,27.92,1954.4,162.45,372.55,244.97,4526,7326,16943,91,346,189
2025-02-08,JAX-001,Jacksonville,FL,South,1094,4154,0.4853,0.0544,59,20.67,1219.53,208.52,213.02,230.93,9090,5109,10077,176,292,167
2025-02-10,JAX-001,Jacksonville,FL,South,874,2572,0.623,0.0525,45,,1478.7,428.92,262.94,124.02,13539,4795,5286,392,185,75
2025-02-11,JAX-001,Jacksonville,FL,South,713,2109,0.598,0.0422,30,22.28,668.4,341.54,375.88,230.55,12094,11027,9955,293,381,151
2025-02-13,JAX-001,Jacksonville,FL,South,767,2672,0.4962,0.0757,58,31.17,1807.86,394.05,359.52,220.05,13401,9230,9863,365,583,84
2025-02-15,JAX-001,Jacksonville,FL,South,1446,4760,0.6186,0.0526,76,29.36,2231.36,219.05,319.7,109.86,6070,8274,5920,91,263,101
2025-02-16,JAX-001,Jacksonville,FL,South,987,4305,0.5992,0.0471,46,20.35,936.1,425.08,373.71,273.74,18690,5977,14254,650,191,152
2025-02-17,JAX-001,Jacksonville,FL,South,1181,3840,0.3909,0.0405,47,33.37,1568.39,374.0,404.46,158.28,11998,9112,8985,417,380,81
2025-02-18,JAX-001,Jacksonville,FL,South,799,3375,0.3775,0.048,38,27.39,1040.82,204.77,231.46,175.97,7326,3851,9215,164,246,109
2025-02-19,JAX_001,Jacksonville,FL,South,926,3047,,0.0426,39,,1355.64,316.37,373.72,239.75,9824,10184,10904,218,380,182
2025-02-23,JAX-001,Jacksonville,FL,South,985,2922,0.5381,0.0206,20,27.55,551.0,368.19,386.9,130.99,10041,9471,6464,174,348,101
2025/02/25,JAX-001,Jacksonville,FL,South,952,4066,0.5527,0.0673,64,25.67,1642.88,430.28,445.44,233.55,14798,8576,15018,381,315,228
2025-02-26,JAX-001,Jacksonville,FL,South,883,3472,0.5048,0.0435,38,25.93,985.34,171.23,499.03,222.16,7191,9856,11041,122,607,135
02/27/2025,JAX-001,Jacksonville,FL,South,751,2473,0.4306,0.0282,21,34.36,721.56,262.28,578.85,216.23,7607,15560,10847,128,1042,146
2025/02/28,JAX-001,Jacksonville,FL,South,1160,5165,0.4907,0.0763,88,21.04,1735.29,299.26,382.81,293.69,9259,11432,20102,265,706,346
2025-03-03,JAX-001,Jacksonville,FL,South,1013,3302,0.459,0.0747,75,24.94,1870.5,344.6,477.07,293.56,9379,10857,16368,285,686,229
2025-03-04,JAX-001,Jacksonville,FL,South,899,3872,0.586,0.0348,31,22.58,659.32,291.9,427.73,207.03,8158,12681,13919,270,431,176
2025-03-05,JAX-001,Jacksonville,FL,South,715,2730,0.4209,0.0336,24,31.15,747.6,391.91,476.53,246.92,17003,13527,14621,561,522,153
2025-03-06,JAX_001,Jacksonville,FL,South,719,2165,0.6393,0.0522,37,,1195.84,238.54,397.72,262.07,8383,9887,16856,130,394,287
2025-03-08,JAX-001,Jacksonville,FL,South,1085,3684,,0.0355,38,30.98,1177.24,,335.92,215.32,7302,7721,11867,192,326,159
2025-03-09,JAX-001,Jacksonville,FL,South,879,3489,0.5349,0.0539,47,20.7,972.9,292.07,251.07,143.23,9057,6247,9571,163,360,104
2025-03-10,JAX-001,Jacksonville,FL,South,853,2931,0.4569,0.0764,65,19.57,1272.05,181.12,448.64,175.96,7361,8281,7711,168,558,68
2025-03-13,JAX-001,Jacksonville,FL,South,824,2796,0.4126,0.0385,31,28.96,897.76,406.7,442.14,121.56,14432,10124,6142,266,617,49
03/14/2025,JAX-001,Jacksonville,FL,South,1289,4864,0.4274,0.0661,85,22.04,1873.4,151.97,239.2,197.42,4348,4323,10922,67,190,99
2025-03-15,JAX-001,Jacksonville,FL,South,1306,3663,0.496,0.0607,79,27.73,2190.67,356.39,451.33,164.43,13872,8185,6895,280,379,72
2025-03-17,JAX-001,Jacksonville,FL,South,883,3266,0.5653,0.0704,62,25.42,1488.39,359.37,592.71,152.87,11651,16068,10389,381,505,119
2025-03-18,JAX-001,Jacksonville,FL,South,786,3519,0.5293,0.0548,43,34.6,1487.8,359.07,226.19,193.56,11370,5278,8285,237,185,125
03/19/2025,JAX-001,Jacksonville,FL,South,890,3450,0.4004,0.073,64,33.8,2163.2,385.04,322.65,179.28,16680,9409,9752,439,640,86
2025-03-20,JAX-001,Jacksonville,FL,South,944,3982,0.645,0.0745,70,27.72,1940.4,413.59,240.05,202.4,13797,6819,11843,422,372,200
2025-03-21,JAX-001,Jacksonville,FL,South,999,3020,0.4118,0.039,38,20.5,779.0,438.5,238.48,266.2,13237,5070,15697,262,260,272
2025-03-22,JAX-001,Jacksonville,FL,South,1059,3547,0.5521,0.066,69,30.78,2123.82,296.29,521.55,108.88,9059,11459,4964,302,764,81
2025-03-24,JAX-001,Jacksonville,FL,South,802,3253,0.3576,0.0791,63,30.03,1891.89,347.24,251.76,122.11,14994,3852,7130,307,245,92
2025-03-25,JAX-001,Jacksonville,FL,South,893,2936,0.5084,0.065,58,19.64,1139.12,384.01,492.61,295.4,10207,13461,11978,278,911,184
2025-03-28,JAX-001,Jacksonville,FL,South,1041,3373,0.4197,0.0281,29,30.63,888.27,383.69,283.13,240.82,16114,5275,16071,395,361,252
2025-03-29,JAX-001,Jacksonville,FL,South,1288,5082,0.6224,0.0465,59,30.82,1818.38,313.25,480.6,235.08,13328,8894,11425,400,281,192
2025-03-31,JAX-001,Jacksonville,FL,South,793,3124,0.5508,0.0472,37,24.54,785.04,373.05,566.03,162.68,10964,13398,11320,209,607,173
2025/04/02,JAX-001,Jacksonville,FL,South,1000,3204,0.5253,0.0283,28,29.61,829.08,242.81,354.47,292.73,7864,7574,11914,242,489,100
2025-04-03,JAX-001,Jacksonville,FL,South,1183,4998,0.4404,0.0445,52,24.59,1278.68,178.21,465.23,130.44,5281,7329,9072,134,279,144
2025/04/05,JAX-001,Jacksonville,FL,South,1111,4277,0.5045,0.0723,80,18.83,1506.4,440.4,473.72,153.6,19742,7177,6160,687,339,110
2025-04-06,JAX-001,Jacksonville,FL,South,1088,3743,0.4404,0.0784,85,21.02,1786.7,397.03,432.94,266.07,14082,11662,16191,333,576,260
2025-04-07,JAX-001,Jacksonville,FL,South,800,3334,0.5498,0.0635,50,23.71,1185.5,,213.33,237.64,12008,4114,9995,289,210,179
2025-04-10,JAX-001,Jacksonville,FL,South,909,2959,0.5958,0.0622,56,20.92,1075.85,200.42,590.24,198.84,7589,9309,13604,231,598,206
2025-04-11,JAX_001,Jacksonville,FL,South,1086,4370,0.4582,0.0338,36,21.43,771.48,222.75,253.97,276.85,5970,7245,13450,136,495,203
2025-04-12,JAX-001,Jacksonville,FL,South,835,2633,0.5157,0.0592,49,29.2,1430.8,,231.45,203.37,14775,4879,12425,264,246,158
2025-04-13,JAX-001,Jacksonville,FL,South,1374,4393,0.5435,0.0636,87,19.3,1679.1,222.83,376.98,122.51,6517,6538,5864,216,405,104
04/16/2025,JAX-001,Jacksonville,FL,South,921,3143,0.5398,0.0591,54,32.24,1740.96,437.18,348.47,116.61,18824,5970,6454,638,399,90
2025-04-17,JAX-001,Jacksonville,FL,South,830,2817,0.6259,0.0578,47,22.18,901.05,257.6,348.03,166.0,9550,7103,9615,177,431,171
2025-04-17,JAX-001,Jacksonville,FL,South,830,2817,0.6259,0.0578,47,22.18,901.05,257.6,348.03,166.0,9550,7103,9615,177,431,171
2025-04-18,JAX-001,Jacksonville,FL,South,1149,4401,0.6057,0.0709,81,27.87,2257.47,335.44,365.83,260.46,11376,10393,17513,180,605,143
2025-04-22,JAX-001,Jacksonville,FL,South,759,2459,0.4123,0.0458,34,32.47,1103.98,387.22,356.08,240.96,16513,9902,10222,378,679,98
2025-04-23,JAX-001,Jacksonville,FL,South,628,2495,0.5112,0.0358,22,27.94,614.68,360.15,219.77,280.57,11740,3475,15083,220,224,121
04/24/2025,JAX-001,Jacksonville,FL,South,922,3877,0.4611,0.0615,56,24.13,1351.28,309.82,492.4,112.61,10008,14317,6617,181,838,64
2025-04-25,JAX-001,Jacksonville,FL,South,998,4433,0.565,0.061,60,34.36,1919.82,228.91,410.89,181.8,10078,8096,10860,311,431,185
2025-04-26,JAX-001,Jacksonville,FL,South,1070,3956,0.545,0.0546,58,26.9,1437.01,263.16,488.76,138.53,6864,9679,7395,141,640,71
04/27/2025,JAX-001,Jacksonville,FL,South,1115,3485,0.4512,0.0249,27,21.11,569.97,443.8,586.64,113.12,16849,10400,6014,456,670,54
04/30/2025,JAX-001,Jacksonville,FL,South,1075,3512,0.3679,0.0788,84,18.66,1567.44,243.63,559.53,277.52,8126,13972,16237,140,931,207
04/30/2025,JAX-001,Jacksonville,FL,South,1075,3512,0.3679,0.0788,84,18.66,1567.44,243.63,559.53,277.52,8126,13972,16237,140,931,207
05/01/2025,JAX-001,Jacksonville,FL,South,920,2812,0.5481,0.0767,70,25.49,1784.3,239.14,497.23,183.72,7718,11885,8826,117,687,140
2025-05-02,JAX-001,Jacksonville,FL,South,1460,5695,0.5758,0.0573,83,32.01,2656.83,169.58,362.67,127.75,5510,8817,5960,177,361,89
2025-05-04,JAX-001,Jacksonville,FL,South,1054,4542,0.4721,0.0728,76,32.48,2468.48,343.96,253.13,199.94,10719,7173,8838,184,271,82
2025-05-08,JAX-001,Jacksonville,FL,South,578,2508,0.5036,0.0674,38,30.71,1166.98,324.56,369.71,240.49,13662,8411,9837,343,334,162
2025-05-09,JAX-001,Jacksonville,FL,South,1510,4825,0.5748,0.0529,79,27.35,2160.65,220.78,387.15,172.36,6482,9262,10483,179,489,182
2025-05-10,JAX-001,Jacksonville,FL,South,1079,4837,0.6054,0.0396,42,18.82,790.44,307.86,316.09,160.8,9039,7195,6528,194,292,101
2025-05-10,JAX-001,Jacksonville,FL,South,1079,4837,0.6054,0.0396,42,18.82,790.44,307.86,316.09,160.8,9039,7195,6528,194,292,101
2025-05-11,JAX-001,Jacksonville,FL,South,1076,4823,0.6404,0.0686,73,31.57,2304.61,263.05,439.02,179.65,11557,8934,8889,207,541,75
2025-05-12,JAX-001,Jacksonville,FL,South,846,3373,0.6277,0.0392,33,23.58,778.14,251.04,333.72,225.0,10478,5886,10489,359,275,185
2025-05-13,JAX-001,Jacksonville,FL,South,826,2688,0.3601,0.0582,48,34.58,1659.84,323.13,337.72,232.81,12778,8780,13981,217,370,156
2025-05-15,JAX-001,Jacksonville,FL,South,619,2152,0.4375,0.0364,22,23.75,522.5,315.51,316.14,183.54,8746,8151,9082,224,327,126
05/16/2025,JAX-001,Jacksonville,FL,South,1015,3736,0.5524,0.0462,46,26.06,1198.76,372.33,433.64,109.53,13620,9535,5194,325,418,60
2025-05-17,JAX-001,Jacksonville,FL,South,1103,3838,0.5926,0.0322,35,21.45,750.75,396.32,588.9,211.76,11230,16648,12602,288,924,126
2025-05-18,JAX-001,Jacksonville,FL,South,1221,4154,0.3796,0.0247,30,32.81,984.3,372.25,257.07,104.65,9845,4648,5832,327,227,73
2025-05-19,JAX-001,Jacksonville,FL,South,932,2955,0.4724,0.0694,64,29.94,1916.16,312.96,219.6,214.68,10679,3806,14158,245,229,150
2025-05-19,JAX-001,Jacksonville,FL,South,932,2955,0.4724,0.0694,64,29.94,1916.16,312.96,219.6,214.68,10679,3806,14158,245,229,150
05/20/2025,JAX-001,Jacksonville,FL,South,898,3638,0.35,0.0419,37,30.81,1139.97,294.13,542.51,233.62,12736,9216,12706,380,481,191
2025-05-22,JAX-001,Jacksonville,FL,South,674,2597,0.4352,0.0249,16,29.88,478.08,413.7,238.49,205.23,14379,6041,11444,393,209,197
2025-05-22,JAX-001,Jacksonville,FL,South,674,2597,0.4352,0.0249,16,29.88,478.08,413.7,238.49,205.23,14379,6041,11444,393,209,197
2025-05-23,JAX-001,Jacksonville,FL,South,1055,3914,0.6089,0.0632,66,31.06,1827.91,401.86,213.37,284.86,13635,4582,13499,400,186,236
2025-05-28,JAX-001,Jacksonville,FL,South,860,3298,0.4388,0.0674,57,27.17,1401.35,,592.46,274.86,5333,10565,19017,91,727,290
2025-05-29,JAX-001,Jacksonville,FL,South,1226,4237,0.597,0.0542,66,29.39,1939.74,376.95,353.22,272.76,11643,8131,15018,381,545,246
2025-05-30,JAX_001,Jacksonville,FL,South,1286,5450,0.3686,0.0205,26,34.24,798.19,184.67,531.3,257.82,6841,13666,13484,123,736,210
2025-06-02,JAX-001,Jacksonville,FL,South,1330,5238,0.37,0.0462,61,,1491.45,269.91,414.34,207.36,10662,9660,13084,349,587,199
2025-06-03,JAX-001,Jacksonville,FL,South,1228,3473,0.5538,0.0265,32,28.35,907.2,186.21,530.86,140.08,7608,10378,9459,187,643,93
06/04/2025,JAX-001,Jacksonville,FL,South,1051,3988,0.648,0.0567,59,18.66,954.59,223.6,584.02,236.1,5648,16843,10167,150,807,105
2025-06-05,JAX_001,Jacksonville,FL,South,899,3812,0.6214,0.0762,68,26.12,1776.16,,219.07,151.96,8573,4510,10390,259,226,100
2025-06-06,JAX-001,Jacksonville,FL,South,1115,4562,0.5779,0.0374,41,20.96,859.36,328.05,491.29,144.24,10230,12113,6220,219,609,107
2025-06-08,JAX-001,Jacksonville,FL,South,1385,4813,0.6396,0.0348,48,25.43,1144.18,207.6,239.27,198.13,6550,4083,10585,169,162,120
2025-06-09,JAX-001,Jacksonville,FL,South,1094,4532,0.5299,0.0379,41,27.17,1113.97,209.79,313.88,119.75,9125,7312,6683,156,461,84
06/10/2025,JAX-001,Jacksonville,FL,South,1212,4155,0.5672,0.0668,80,23.43,1678.24,402.04,542.5,116.27,18022,10723,5505,538,671,54
2025-06-11,JAX-001,Jacksonville,FL,South,1123,3437,0.3806,0.0631,70,27.52,1723.37,410.33,555.97,201.44,16630,11037,12903,458,368,182
2025-06-12,JAX-001,Jacksonville,FL,South,1241,3954,0.5094,0.0342,42,26.6,1117.2,279.13,363.8,184.4,7446,7619,9212,208,248,111
2025/06/13,JAX-001,Jacksonville,FL,South,933,3459,0.4718,0.0771,71,20.09,1426.39,226.51,474.08,186.16,5754,9253,11112,88,464,132
06/14/2025,JAX-001,Jacksonville,FL,South,1833,6557,0.4004,0.0538,98,32.32,3167.36,432.72,417.33,143.33,16767,9830,5791,383,602,79
06/15/2025,JAX_001,Jacksonville,FL,South,1626,5370,0.5576,0.0724,117,23.21,2715.57,,538.86,180.92,8327,13696,11201,252,479,132
2025/06/17,JAX-001,Jacksonville,FL,South,1351,4703,0.611,0.0203,27,28.23,762.21,317.84,223.13,148.48,9930,4485,9362,186,248,103
2025-06-19,JAX-001,Jacksonville,FL,South,960,3609,0.377,0.0319,30,32.26,967.8,443.59,461.47,168.32,18430,12932,9797,639,418,165
2025-06-21,JAX-001,Jacksonville,FL,South,1628,6442,0.573,0.0688,112,23.91,2677.92,389.7,311.46,136.79,16458,5219,6128,474,336,93
2025-06-22,JAX-001,Jacksonville,FL,South,1609,5380,0.6367,0.0748,120,21.95,2323.37,360.71,461.66,277.52,10404,13238,13399,303,788,131
2025-06-23,JAX-001,Jacksonville,FL,South,845,3223,0.431,0.0642,54,30.78,1662.12,,451.21,192.26,5222,11948,8924,139,536,137
2025-06-24,JAX-001,Jacksonville,FL,South,954,4112,0.5277,0.0243,23,23.25,534.75,416.86,320.66,119.1,12729,6344,5462,315,383,50
06/25/2025,JAX-001,Jacksonville,FL,South,1302,5854,0.4024,0.0587,76,28.19,2142.44,263.09,259.53,281.91,7776,7553,12207,236,337,170
2025/06/26,JAX-001,Jacksonville,FL,South,1149,4596,0.5423,0.0756,86,26.1,2244.6,209.12,512.97,256.19,8721,13021,12652,284,445,130
2025-06-27,JAX-001,Jacksonville,FL,South,1372,5023,0.6236,0.0291,39,19.88,775.32,,595.62,115.21,4531,13762,7434,131,711,85
2025-06-28,JAX-001,Jacksonville,FL,South,1360,5812,0.3573,0.0634,86,,2018.42,417.22,555.05,262.33,13704,11676,15157,426,576,167
2025-06-29,JAX-001,Jacksonville,FL,South,1514,5644,0.4829,0.0734,111,27.89,3095.79,164.21,358.03,157.79,6381,7120,8953,99,467,102
2025-06-30,JAX-001,Jacksonville,FL,South,1370,6030,0.5631,0.046,63,27.18,1712.34,216.77,310.69,162.78,7436,8775,10861,207,443,186
2025-07-03,JAX-001,Jacksonville,FL,South,1539,6871,0.3769,0.0269,41,33.4,1369.4,303.67,460.23,120.01,8457,12047,7048,189,801,58
2025-07-04,JAX-001,Jacksonville,FL,South,1389,4041,0.4886,0.0363,50,24.68,1234.0,441.59,412.35,174.4,16330,7158,9727,453,241,145
2025-07-05,JAX-001,Jacksonville,FL,South,1599,5834,0.4434,0.0305,48,27.29,1309.92,401.32,333.13,244.87,10372,8333,17136,207,453,228
2025-07-09,JAX_001,Jacksonville,FL,South,1145,4176,0.6006,0.0784,89,19.3,1717.7,272.04,292.91,265.84,11980,4788,16141,330,334,137
2025-07-10,JAX-001,Jacksonville,FL,South,917,3434,0.4263,0.0714,65,27.12,1762.8,396.54,409.6,117.25,14684,6914,5208,449,436,61
2025-07-11,JAX-001,Jacksonville,FL,South,1381,5891,0.3814,0.0798,110,30.61,3367.1,337.26,400.54,263.65,11847,6267,11878,305,316,165
2025-07-14,JAX-001,Jacksonville,FL,South,886,2737,0.5208,0.0478,42,21.4,898.8,319.86,343.85,185.61,12891,6871,9295,210,324,107
2025-07-15,JAX-001,Jacksonville,FL,South,1142,4249,0.6122,0.0342,39,32.89,1282.71,449.59,299.46,165.42,15838,8654,10418,354,447,168
07/18/2025,JAX-001,Jacksonville,FL,South,1273,4274,0.4734,0.0601,76,33.05,2357.24,285.63,345.79,246.54,8855,9418,10199,213,414,119
2025-07-19,JAX-001,Jacksonville,FL,South,1683,6373,0.5958,0.0226,38,19.3,733.4,169.24,538.09,226.45,4263,14177,9304,64,708,146
2025-07-20,JAX-001,Jacksonville,FL,South,1408,5076,0.646,0.0316,44,32.06,1410.64,227.04,357.42,285.02,6802,9169,12011,235,449,149
07/21/2025,JAX_001,Jacksonville,FL,South,1316,4817,0.6233,0.0579,76,25.62,1730.69,200.14,484.67,116.17,7481,13796,5599,252,634,45
2025-07-28,JAX-001,Jacksonville,FL,South,1296,3896,0.531,0.0675,87,32.24,2804.88,414.87,499.98,221.32,15204,13476,9936,273,624,142
2025-07-30,JAX-001,Jacksonville,FL,South,1548,5106,0.3942,0.0411,63,28.36,1786.68,199.96,583.52,224.97,8346,15608,9174,262,1031,160
2025-07-31,JAX-001,Jacksonville,FL,South,1212,3476,0.5852,0.0472,57,31.9,1818.3,175.58,368.75,276.95,4923,7115,13783,129,300,200
2025-08-02,JAX-001,Jacksonville,FL,South,2034,8214,0.4981,0.0393,79,27.63,2182.77,403.01,359.8,269.26,10591,9539,16174,358,411,134
2025-08-02,JAX-001,Jacksonville,FL,South,2034,8214,0.4981,0.0393,79,27.63,2182.77,403.01,359.8,269.26,10591,9539,16174,358,411,134
2025-08-06,JAX-001,Jacksonville,FL,South,1338,4945,0.4763,0.0247,33,20.47,675.51,304.75,444.31,165.87,7837,9463,7118,131,514,109
2025-08-07,JAX-001,Jacksonville,FL,South,1254,4470,0.5339,0.0293,36,32.23,1160.28,337.09,434.17,280.14,12818,8338,13515,333,254,187
2025-08-08,JAX-001,Jacksonville,FL,South,841,3339,0.4778,0.0794,66,26.83,1770.78,358.52,599.33,127.34,14858,10009,7163,371,377,125
2025-08-09,JAX-001,Jacksonville,FL,South,1164,4718,0.4363,0.0331,38,23.36,887.68,344.0,204.87,167.83,10794,4183,9398,348,151,136
2025-08-10,JAX-001,Jacksonville,FL,South,1913,8568,0.3933,0.0498,95,20.97,1992.15,255.82,597.2,285.97,8321,16828,15434,217,550,252
2025-08-12,JAX-001,Jacksonville,FL,South,776,3152,0.415,0.0415,32,26.51,848.32,386.1,461.52,130.0,12209,11819,6321,340,632,55
2025-08-13,JAX-001,Jacksonville,FL,South,1059,3052,0.4875,0.0388,41,20.53,841.73,288.77,229.74,205.44,9757,3738,13907,273,115,138
2025-08-14,JAX-001,Jacksonville,FL,South,1091,3783,0.3887,0.0575,62,31.66,1962.92,413.38,478.91,297.98,17740,10230,18692,279,582,317
2025-08-15,JAX_001,Jacksonville,FL,South,1552,5573,0.6394,0.03,46,32.63,1359.23,185.01,405.64,198.94,8321,6774,11983,238,269,96
2025-08-16,JAX-001,Jacksonville,FL,South,1162,4458,0.3761,0.0316,36,33.83,1217.88,272.37,270.29,295.97,9825,5934,13262,237,229,217
2025-08-18,JAX-001,Jacksonville,FL,South,1119,3684,0.6111,0.0231,25,31.9,700.7,394.65,532.5,170.6,14280,9671,11192,414,424,111
2025-08-19,JAX-001,Jacksonville,FL,South,1642,5554,0.6247,0.0634,104,29.17,3033.68,291.51,233.45,269.66,7794,6749,16051,254,250,238
08/20/2025,JAX-001,Jacksonville,FL,South,996,3051,0.4149,0.0609,60,30.29,1817.4,,587.92,228.88,7387,17018,15690,132,796,233
2025-08-21,JAX-001,Jacksonville,FL,South,1055,3471,0.5508,0.0657,69,33.56,2081.57,219.37,458.29,234.95,8168,11824,15800,136,613,218
08/22/2025,JAX-001,Jacksonville,FL,South,1580,4695,0.3994,0.0748,118,24.33,2870.94,439.85,587.95,278.24,13466,12361,15254,306,531,125
08/26/2025,JAX-001,Jacksonville,FL,South,1178,4784,0.6497,0.0248,29,23.55,682.95,229.59,476.46,267.25,9692,13553,16195,227,925,189
08/28/2025,JAX-001,Jacksonville,FL,South,1113,4194,0.5442,0.0621,69,34.28,2365.32,318.26,525.69,191.21,10655,14381,11298,255,903,195
2025-08-29,JAX-001,Jacksonville,FL,South,1563,5968,0.6009,0.0784,122,34.86,4252.92,305.46,578.05,184.92,13653,15831,12251,382,629,219
2025-08-30,JAX-001,Jacksonville,FL,South,1778,5221,0.5061,0.0534,94,21.22,1994.68,362.26,342.92,124.14,11554,5293,7457,308,348,89
2025-09-01,JAX-001,Jacksonville,FL,South,950,4214,0.6045,0.0618,58,25.6,1374.1,176.73,374.06,283.05,5886,10887,12345,175,354,189
2025-09-02,JAX-001,Jacksonville,FL,South,926,3904,0.3804,0.0289,26,18.82,489.32,297.33,354.46,296.11,9076,6722,12617,196,230,115
2025-09-04,JAX-001,Jacksonville,FL,South,775,2299,0.5802,0.0242,18,26.82,482.76,247.25,563.02,138.2,9329,14644,8490,307,1019,87
2025-09-05,JAX-001,Jacksonville,FL,South,1061,4581,0.3737,0.0433,45,21.44,964.8,208.76,302.16,153.88,7774,6676,8620,232,208,141
2025-09-06,JAX-001,Jacksonville,FL,South,1306,5753,0.5186,0.071,92,29.55,2393.96,427.91,501.52,109.2,19173,11263,6825,379,731,103
2025-09-07,JAX-001,Jacksonville,FL,South,1355,5672,0.4432,0.0318,43,23.85,1025.55,316.65,473.6,123.8,9006,12912,4992,188,586,75
2025-09-08,JAX-001,Jacksonville,FL,South,1145,5038,0.5552,0.074,84,34.29,2880.36,174.25,320.53,170.53,7341,5896,10456,128,238,136
2025-09-09,JAX-001,Jacksonville,FL,South,780,3225,0.464,0.038,29,33.2,962.8,391.25,577.52,191.76,11224,10898,10179,349,414,152
09/11/2025,JAX-001,Jacksonville,FL,South,847,2939,0.3539,0.0515,43,26.66,1146.38,187.87,212.35,299.79,6799,6191,13930,228,193,191
2025-09-12,JAX_001,Jacksonville,FL,South,1513,5979,0.3973,0.0525,79,24.32,1921.28,172.6,343.98,198.24,6812,10079,9884,210,393,123
